siren,raison_sociale,secteur_naf,secteur_libelle,effectif_estime,effectif_min,effectif_max,obligation_beges,beges_publie,beges_valide,beges_decret_2022_compliant,contact_telephone,contact_email,contact_linkedin,statut
100003175,Entreprise 03175 SAS,M,Activités spé. scientifiques/techniques,126,100,199,False,False,,,False,False,True,sourced
100003176,Entreprise 03176 SAS,F,Construction,11,10,19,False,False,,,False,True,False,rejected
100003177,Entreprise 03177 SAS,G,"Commerce, réparation auto",344,250,499,False,False,,,True,False,False,sourced
100003178,Entreprise 03178 SAS,F,Construction,6,6,9,False,False,,,False,False,False,qualified
100003179,Entreprise 03179 SAS,G,"Commerce, réparation auto",459,250,499,False,False,,,False,False,True,rejected
100003180,Entreprise 03180 SAS,G,"Commerce, réparation auto",72,50,99,False,False,,,False,False,False,sourced
100003181,Entreprise 03181 SAS,M,Activités spé. scientifiques/techniques,117,100,199,False,False,,,False,False,False,sourced
100003182,Entreprise 03182 SAS,K,Activités financières et assurance,117,100,199,False,False,,,False,False,True,sourced
100003183,Entreprise 03183 SAS,H,Transports et entreposage,41,20,49,False,False,,,False,False,False,qualified
100003184,Entreprise 03184 SAS,S,Autres services,1,1,2,False,False,,,False,True,False,sourced
100003185,Entreprise 03185 SAS,C,Industrie manufacturière,30,20,49,False,False,,,False,True,True,qualified
100003186,Entreprise 03186 SAS,I,Hébergement et restauration,36,20,49,False,False,,,False,True,True,sourced
100003187,Entreprise 03187 SAS,C,Industrie manufacturière,7,6,9,False,False,,,False,False,True,qualified
100003188,Entreprise 03188 SAS,N,Services administratifs et soutien,3,3,5,False,False,,,True,True,True,contacted
100003189,Entreprise 03189 SAS,F,Construction,15,10,19,False,False,,,False,False,False,sourced
100003190,Entreprise 03190 SAS,S,Autres services,30,20,49,False,False,,,False,False,True,sourced
100003191,Entreprise 03191 SAS,I,Hébergement et restauration,11,10,19,False,False,,,False,False,False,sourced
100003192,Entreprise 03192 SAS,I,Hébergement et restauration,2,1,2,False,False,,,False,True,True,contacted
100003193,Entreprise 03193 SAS,N,Services administratifs et soutien,27,20,49,False,False,,,False,True,True,qualified
100003194,Entreprise 03194 SAS,G,"Commerce, réparation auto",498,250,499,False,False,,,False,True,True,sourced
100003195,Entreprise 03195 SAS,C,Industrie manufacturière,190,100,199,False,False,,,False,True,False,sourced
100003196,Entreprise 03196 SAS,Q,Santé humaine et action sociale,31,20,49,False,False,,,False,False,True,sourced
100003197,Entreprise 03197 SAS,F,Construction,15,10,19,False,False,,,False,False,True,contacted
100003198,Entreprise 03198 SAS,G,"Commerce, réparation auto",496,250,499,False,False,,,False,True,False,sourced
100003199,Entreprise 03199 SAS,G,"Commerce, réparation auto",190,100,199,False,False,,,False,False,True,qualified
100003200,Entreprise 03200 SAS,S,Autres services,33,20,49,False,False,,,False,True,True,sourced
100003201,Entreprise 03201 SAS,Q,Santé humaine et action sociale,282,250,499,False,False,,,False,False,True,qualified
100003202,Entreprise 03202 SAS,Q,Santé humaine et action sociale,2,1,2,False,False,,,False,False,True,sourced
100003203,Entreprise 03203 SAS,N,Services administratifs et soutien,19,10,19,False,False,,,False,False,True,sourced
100003204,Entreprise 03204 SAS,G,"Commerce, réparation auto",22,20,49,False,False,,,False,False,True,sourced
100003205,Entreprise 03205 SAS,G,"Commerce, réparation auto",553,500,999,True,True,True,True,False,False,True,sourced
100003206,Entreprise 03206 SAS,M,Activités spé. scientifiques/techniques,648,500,999,True,False,,,False,True,True,sourced
100003207,Entreprise 03207 SAS,C,Industrie manufacturière,2038,2000,4999,True,True,True,False,False,True,True,sourced
100003208,Entreprise 03208 SAS,Q,Santé humaine et action sociale,30,20,49,False,False,,,True,True,True,sourced
100003209,Entreprise 03209 SAS,F,Construction,20,20,49,False,False,,,False,False,False,sourced
100003210,Entreprise 03210 SAS,N,Services administratifs et soutien,308,250,499,False,False,,,False,True,True,sourced
100003211,Entreprise 03211 SAS,M,Activités spé. scientifiques/techniques,1235,1000,1999,True,False,,,False,True,True,qualified
100003212,Entreprise 03212 SAS,K,Activités financières et assurance,64,50,99,False,False,,,False,True,True,sourced
100003213,Entreprise 03213 SAS,F,Construction,51,50,99,False,False,,,False,True,True,qualified
100003214,Entreprise 03214 SAS,H,Transports et entreposage,7,6,9,False,False,,,False,True,False,qualified
100003215,Entreprise 03215 SAS,F,Construction,2,1,2,False,False,,,False,True,False,sourced
100003216,Entreprise 03216 SAS,Q,Santé humaine et action sociale,991,500,999,True,False,,,False,True,True,sourced
100003217,Entreprise 03217 SAS,C,Industrie manufacturière,86,50,99,False,False,,,False,False,False,qualified
100003218,Entreprise 03218 SAS,S,Autres services,107,100,199,False,False,,,False,True,False,contacted
100003219,Entreprise 03219 SAS,M,Activités spé. scientifiques/techniques,1220,1000,1999,True,False,,,False,False,True,qualified
100003220,Entreprise 03220 SAS,G,"Commerce, réparation auto",12,10,19,False,False,,,False,True,False,sourced
100003221,Entreprise 03221 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,True,True,False,sourced
100003222,Entreprise 03222 SAS,G,"Commerce, réparation auto",153,100,199,False,False,,,False,True,False,sourced
100003223,Entreprise 03223 SAS,H,Transports et entreposage,29,20,49,False,False,,,False,False,True,contacted
100003224,Entreprise 03224 SAS,F,Construction,69,50,99,False,False,,,False,False,True,sourced
100003225,Entreprise 03225 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,True,False,True,sourced
100003226,Entreprise 03226 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,False,True,sourced
100003227,Entreprise 03227 SAS,N,Services administratifs et soutien,22,20,49,False,False,,,True,False,True,sourced
100003228,Entreprise 03228 SAS,F,Construction,6,6,9,False,False,,,False,True,True,sourced
100003229,Entreprise 03229 SAS,H,Transports et entreposage,35,20,49,False,False,,,False,True,True,contacted
100003230,Entreprise 03230 SAS,I,Hébergement et restauration,17,10,19,False,False,,,False,True,True,sourced
100003231,Entreprise 03231 SAS,N,Services administratifs et soutien,34,20,49,False,False,,,False,True,True,sourced
100003232,Entreprise 03232 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,True,False,contacted
100003233,Entreprise 03233 SAS,S,Autres services,4,3,5,False,False,,,False,True,True,sourced
100003234,Entreprise 03234 SAS,I,Hébergement et restauration,7,6,9,False,False,,,False,True,True,sourced
100003235,Entreprise 03235 SAS,G,"Commerce, réparation auto",26,20,49,False,False,,,False,False,False,sourced
100003236,Entreprise 03236 SAS,F,Construction,48,20,49,False,False,,,False,True,True,sourced
100003237,Entreprise 03237 SAS,F,Construction,2198,2000,4999,True,False,,,True,False,True,contacted
100003238,Entreprise 03238 SAS,S,Autres services,688,500,999,True,False,,,True,True,True,sourced
100003239,Entreprise 03239 SAS,I,Hébergement et restauration,11,10,19,False,False,,,False,False,True,sourced
100003240,Entreprise 03240 SAS,G,"Commerce, réparation auto",39,20,49,False,False,,,False,True,True,sourced
100003241,Entreprise 03241 SAS,F,Construction,658,500,999,True,True,False,,False,True,False,sourced
100003242,Entreprise 03242 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,True,True,contacted
100003243,Entreprise 03243 SAS,N,Services administratifs et soutien,777,500,999,True,True,False,,False,False,True,sourced
100003244,Entreprise 03244 SAS,M,Activités spé. scientifiques/techniques,10,10,19,False,False,,,False,True,False,sourced
100003245,Entreprise 03245 SAS,G,"Commerce, réparation auto",23,20,49,False,False,,,True,True,True,sourced
100003246,Entreprise 03246 SAS,M,Activités spé. scientifiques/techniques,967,500,999,True,False,,,False,False,False,sourced
100003247,Entreprise 03247 SAS,I,Hébergement et restauration,83,50,99,False,False,,,False,True,True,sourced
100003248,Entreprise 03248 SAS,G,"Commerce, réparation auto",37,20,49,False,False,,,True,True,True,sourced
100003249,Entreprise 03249 SAS,K,Activités financières et assurance,1,1,2,False,False,,,True,True,False,sourced
100003250,Entreprise 03250 SAS,S,Autres services,90,50,99,False,False,,,True,True,False,sourced
100003251,Entreprise 03251 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,False,True,sourced
100003252,Entreprise 03252 SAS,C,Industrie manufacturière,9,6,9,False,False,,,False,True,False,contacted
100003253,Entreprise 03253 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,True,False,sourced
100003254,Entreprise 03254 SAS,N,Services administratifs et soutien,457,250,499,False,False,,,False,False,False,sourced
100003255,Entreprise 03255 SAS,C,Industrie manufacturière,1124,1000,1999,True,True,True,True,False,True,True,sourced
100003256,Entreprise 03256 SAS,F,Construction,1062,1000,1999,True,False,,,True,False,True,qualified
100003257,Entreprise 03257 SAS,G,"Commerce, réparation auto",30,20,49,False,False,,,False,False,True,sourced
100003258,Entreprise 03258 SAS,I,Hébergement et restauration,28,20,49,False,False,,,False,False,True,sourced
100003259,Entreprise 03259 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,False,True,True,qualified
100003260,Entreprise 03260 SAS,M,Activités spé. scientifiques/techniques,6,6,9,False,False,,,True,True,False,sourced
100003261,Entreprise 03261 SAS,M,Activités spé. scientifiques/techniques,77,50,99,False,False,,,False,True,False,sourced
100003262,Entreprise 03262 SAS,Q,Santé humaine et action sociale,1563,1000,1999,True,False,,,False,False,False,sourced
100003263,Entreprise 03263 SAS,N,Services administratifs et soutien,9,6,9,False,False,,,True,True,True,sourced
100003264,Entreprise 03264 SAS,H,Transports et entreposage,120,100,199,False,False,,,False,True,True,sourced
100003265,Entreprise 03265 SAS,M,Activités spé. scientifiques/techniques,582,500,999,True,False,,,False,False,True,sourced
100003266,Entreprise 03266 SAS,M,Activités spé. scientifiques/techniques,40,20,49,False,False,,,False,True,True,contacted
100003267,Entreprise 03267 SAS,F,Construction,6,6,9,False,False,,,False,False,True,sourced
100003268,Entreprise 03268 SAS,M,Activités spé. scientifiques/techniques,43,20,49,False,False,,,False,True,True,sourced
100003269,Entreprise 03269 SAS,I,Hébergement et restauration,4247,2000,4999,True,False,,,False,False,True,sourced
100003270,Entreprise 03270 SAS,F,Construction,635,500,999,True,True,True,True,False,True,True,rejected
100003271,Entreprise 03271 SAS,F,Construction,643,500,999,True,True,True,True,True,True,True,contacted
100003272,Entreprise 03272 SAS,M,Activités spé. scientifiques/techniques,25,20,49,False,False,,,False,False,True,sourced
100003273,Entreprise 03273 SAS,I,Hébergement et restauration,173,100,199,False,False,,,True,False,True,sourced
100003274,Entreprise 03274 SAS,F,Construction,5,3,5,False,False,,,True,True,True,qualified
100003275,Entreprise 03275 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,True,True,sourced
100003276,Entreprise 03276 SAS,S,Autres services,805,500,999,True,True,True,True,False,True,True,sourced
100003277,Entreprise 03277 SAS,S,Autres services,24,20,49,False,False,,,True,False,True,sourced
100003278,Entreprise 03278 SAS,M,Activités spé. scientifiques/techniques,1,1,2,False,False,,,False,True,False,sourced
100003279,Entreprise 03279 SAS,N,Services administratifs et soutien,7,6,9,False,False,,,False,True,True,qualified
100003280,Entreprise 03280 SAS,K,Activités financières et assurance,17,10,19,False,False,,,True,True,True,sourced
100003281,Entreprise 03281 SAS,M,Activités spé. scientifiques/techniques,347,250,499,False,False,,,False,True,False,sourced
100003282,Entreprise 03282 SAS,J,Information et communication,199,100,199,False,False,,,False,False,True,qualified
100003283,Entreprise 03283 SAS,M,Activités spé. scientifiques/techniques,21,20,49,False,False,,,False,False,False,sourced
100003284,Entreprise 03284 SAS,I,Hébergement et restauration,5,3,5,False,False,,,False,True,True,contacted
100003285,Entreprise 03285 SAS,Q,Santé humaine et action sociale,18,10,19,False,False,,,False,False,True,sourced
100003286,Entreprise 03286 SAS,F,Construction,731,500,999,True,False,,,True,True,True,sourced
100003287,Entreprise 03287 SAS,N,Services administratifs et soutien,8,6,9,False,False,,,False,True,True,sourced
100003288,Entreprise 03288 SAS,M,Activités spé. scientifiques/techniques,1,1,2,False,False,,,False,False,True,sourced
100003289,Entreprise 03289 SAS,M,Activités spé. scientifiques/techniques,2,1,2,False,False,,,False,False,True,sourced
100003290,Entreprise 03290 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,True,True,True,sourced
100003291,Entreprise 03291 SAS,M,Activités spé. scientifiques/techniques,14,10,19,False,False,,,False,False,True,sourced
100003292,Entreprise 03292 SAS,F,Construction,228,200,249,False,False,,,False,False,True,sourced
100003293,Entreprise 03293 SAS,N,Services administratifs et soutien,272,250,499,False,False,,,False,False,False,contacted
100003294,Entreprise 03294 SAS,H,Transports et entreposage,117,100,199,False,False,,,False,False,False,contacted
100003295,Entreprise 03295 SAS,I,Hébergement et restauration,2,1,2,False,False,,,False,False,True,sourced
100003296,Entreprise 03296 SAS,H,Transports et entreposage,4,3,5,False,False,,,False,True,False,sourced
100003297,Entreprise 03297 SAS,M,Activités spé. scientifiques/techniques,443,250,499,False,False,,,False,False,False,sourced
100003298,Entreprise 03298 SAS,F,Construction,18,10,19,False,False,,,False,False,True,qualified
100003299,Entreprise 03299 SAS,M,Activités spé. scientifiques/techniques,16,10,19,False,False,,,False,True,False,sourced
100003300,Entreprise 03300 SAS,F,Construction,748,500,999,True,True,False,,True,False,True,sourced
100003301,Entreprise 03301 SAS,Q,Santé humaine et action sociale,567,500,999,True,True,True,False,False,True,True,sourced
100003302,Entreprise 03302 SAS,G,"Commerce, réparation auto",95,50,99,False,False,,,False,False,True,sourced
100003303,Entreprise 03303 SAS,G,"Commerce, réparation auto",694,500,999,True,True,False,,True,False,False,sourced
100003304,Entreprise 03304 SAS,H,Transports et entreposage,651,500,999,True,False,,,False,False,True,sourced
100003305,Entreprise 03305 SAS,M,Activités spé. scientifiques/techniques,12,10,19,False,False,,,False,True,True,sourced
100003306,Entreprise 03306 SAS,I,Hébergement et restauration,45,20,49,False,False,,,False,True,True,sourced
100003307,Entreprise 03307 SAS,C,Industrie manufacturière,6,6,9,False,False,,,False,True,False,qualified
100003308,Entreprise 03308 SAS,F,Construction,5844,5000,9999,True,True,True,False,False,True,False,sourced
100003309,Entreprise 03309 SAS,I,Hébergement et restauration,4,3,5,False,False,,,False,True,False,sourced
100003310,Entreprise 03310 SAS,H,Transports et entreposage,4,3,5,False,False,,,False,True,True,sourced
100003311,Entreprise 03311 SAS,N,Services administratifs et soutien,444,250,499,False,False,,,True,True,False,sourced
100003312,Entreprise 03312 SAS,G,"Commerce, réparation auto",11,10,19,False,False,,,True,True,True,qualified
100003313,Entreprise 03313 SAS,K,Activités financières et assurance,419,250,499,False,False,,,False,False,False,sourced
